Eval_AverageReturn,Eval_StdReturn,Eval_MaxReturn,Eval_MinReturn,Eval_AverageEpLen,step,Train_EpisodeReturn,Train_EpisodeLen,critic_loss,q_values,target_values,grad_norm,epsilon,lr
,,,,,49987,-92.64276,111,,,,,,
-595.02936,379.70605,-251.47816,-1405.9033,242.8,50000,,,47.38695526123047,17.59601593017578,18.621150970458984,96.3458023071289,0.7,0.003
,,,,,50089,-108.109375,102,,,,,,
,,,,,50240,-254.92331,151,,,,,,
,,,,,50338,-87.106926,98,,,,,,
,,,,,50407,-120.40863,69,,,,,,
,,,,,50488,-122.83572,81,,,,,,
,,,,,50599,-99.82696,111,,,,,,
,,,,,50673,-98.51622,74,,,,,,
,,,,,50796,-60.971455,123,,,,,,
,,,,,50937,-48.093033,141,,,,,,
,,,,,51000,,,7.9878082275390625,16.72869300842285,16.68182373046875,51.2955322265625,0.694,0.003
,,,,,51034,-85.057304,97,,,,,,
,,,,,51123,-95.0353,89,,,,,,
,,,,,51195,-35.404358,72,,,,,,
,,,,,51269,-46.133137,74,,,,,,
,,,,,51379,-21.124039,110,,,,,,
,,,,,51493,-89.95553,114,,,,,,
,,,,,51601,-66.039276,108,,,,,,
,,,,,51722,-61.775364,121,,,,,,
,,,,,51833,-90.278625,111,,,,,,
,,,,,51922,-73.58585,89,,,,,,
,,,,,51999,-62.88123,77,,,,,,
,,,,,52000,,,7.055768013000488,13.943395614624023,13.754573822021484,33.42898178100586,0.688,0.003
